Type;Location;Bedrooms;Parking;Suites;Area;Rent;Condo fee;City fee;Total Gross;Rent/Sqm;Total Gross/Sqm;House/Apart
Casa de Condomínio;Barra da Tijuca;5;4;2;600;12000.0;800.0;1000.0;13800.0;20.0;23.0;House
Conjunto Comercial/Sala;Centro;0;3;0;1299;103930.0;19487.0;0.0;123417.0;80.01;95.01;Others
Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;30241.0;105.02;138.09;Others
Apartamento;Jardim Oceânico;3;2;1;165;4700.0;1320.0;490.0;6510.0;28.48;39.45;Apartment
Apartamento;Barra da Tijuca;3;2;1;125;3500.0;1727.0;299.0;5526.0;28.0;44.21;Apartment
Apartamento;Freguesia (Jacarepaguá);3;1;1;64;1700.0;680.0;82.0;2462.0;26.56;38.47;Apartment
Flat;Ipanema;2;1;2;78;15000.0;0.0;0.0;15000.0;192.31;192.31;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;16;0;400;20000.0;108464.0;21298.0;149762.0;50.0;374.4;Others
Quitinete;Tijuca;1;0;0;24;1000.0;380.0;20.0;1400.0;41.67;58.33;Others
Loja/Salão;Barra da Tijuca;0;3;0;400;12000.0;3500.0;3120.0;18620.0;30.0;46.55;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;40;1700.0;1100.0;260.0;3060.0;42.5;76.5;Others
Apartamento;Recreio dos Bandeirantes;4;2;1;160;1900.0;930.0;150.0;2980.0;11.88;18.62;Apartment
Apartamento;Centro;1;0;0;43;1400.0;420.0;47.0;1867.0;32.56;43.42;Apartment
Apartamento;Ipanema;4;2;1;320;15000.0;1900.0;900.0;17800.0;46.88;55.62;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;950.0;870.0;0.0;1820.0;29.69;56.88;Others
Apartamento;Copacabana;3;1;1;140;5000.0;1496.0;0.0;6496.0;35.71;46.4;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;80;2200.0;1000.0;500.0;3700.0;27.5;46.25;Others
Apartamento;Pilares;2;0;0;60;500.0;280.0;20.0;800.0;8.33;13.33;Apartment
Apartamento;Botafogo;3;2;1;116;3500.0;1674.0;254.0;5428.0;30.17;46.79;Apartment
Casa;Pavuna;2;1;0;46;600.0;250.0;0.0;850.0;13.04;18.48;House
Apartamento;Vidigal;3;2;1;250;4500.0;1600.0;551.0;6651.0;18.0;26.6;Apartment
Flat;Barra da Tijuca;2;1;1;74;8500.0;1400.0;400.0;10300.0;114.86;139.19;Others
Conjunto Comercial/Sala;Centro;0;0;0;42;600.0;990.0;0.0;1590.0;14.29;37.86;Others
Apartamento;Ipanema;4;2;2;207;15000.0;5000.0;834.0;20834.0;72.46;100.65;Apartment
Apartamento;Ipanema;3;0;3;80;5000.0;800.0;220.0;6020.0;62.5;75.25;Apartment
Apartamento;Lagoa;3;4;2;380;30000.0;4950.0;1700.0;36650.0;78.95;96.45;Apartment
Apartamento;Pechincha;2;1;1;69;1200.0;704.0;83.0;1987.0;17.39;28.8;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;54;1500.0;667.0;0.0;2167.0;27.78;40.13;Others
Apartamento;Centro;1;0;0;25;850.0;223.0;24.0;1097.0;34.0;43.88;Apartment
Apartamento;Barra da Tijuca;2;1;0;92;2650.0;1629.0;590.0;4869.0;28.8;52.92;Apartment
Conjunto Comercial/Sala;Flamengo;0;2;0;35;2200.0;1800.0;206.0;4206.0;62.86;120.17;Others
Apartamento;Humaitá;3;1;1;105;4200.0;700.0;700.0;5600.0;40.0;53.33;Apartment
Apartamento;Copacabana;3;1;1;110;3600.0;1550.0;0.0;5150.0;32.73;46.82;Apartment
Apartamento;Copacabana;3;2;1;160;4500.0;920.0;229.0;5649.0;28.12;35.31;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;34;800.0;885.0;0.0;1685.0;23.53;49.56;Others
Conjunto Comercial/Sala;Centro;0;0;0;110;3000.0;2270.0;508.0;5778.0;27.27;52.53;Others
Apartamento;Campo Grande;2;2;1;120;2000.0;490.0;0.0;2490.0;16.67;20.75;Apartment
Casa Comercial;Lagoa;0;0;0;300;17000.0;0.0;1760.0;18760.0;56.67;62.53;Others
Loja/Salão;Recreio dos Bandeirantes;0;1;0;18;800.0;600.0;112.0;1512.0;44.44;84.0;Others
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;56;2000.0;1049.0;371.0;3420.0;35.71;61.07;Others
Apartamento;Jardim Guanabara;1;1;0;30;1000.0;450.0;24.0;1474.0;33.33;49.13;Apartment
Apartamento;Barra da Tijuca;4;3;4;290;10000.0;4400.0;0.0;14400.0;34.48;49.66;Apartment
Apartamento;Bangu;2;1;1;55;1200.0;0.0;2.0;1202.0;21.82;21.85;Apartment
Apartamento;Jardim Botânico;2;2;2;90;4500.0;1410.0;338.0;6248.0;50.0;69.42;Apartment
Apartamento;Copacabana;4;1;2;260;13000.0;2500.0;6698.0;22198.0;50.0;85.38;Apartment
Apartamento;Freguesia (Jacarepaguá);3;1;1;98;1900.0;1000.0;139.0;3039.0;19.39;31.01;Apartment
Apartamento;Botafogo;3;1;0;205;6000.0;2000.0;300.0;8300.0;29.27;40.49;Apartment
Apartamento;Penha;2;0;0;90;700.0;180.0;0.0;880.0;7.78;9.78;Apartment
Prédio Inteiro;Botafogo;0;8;0;410;20000.0;0.0;0.0;20000.0;48.78;48.78;Others
Apartamento;Copacabana;1;0;1;60;2200.0;400.0;25.0;2625.0;36.67;43.75;Apartment
Apartamento;Flamengo;2;1;0;83;2800.0;810.0;174.0;3784.0;33.73;45.59;Apartment
Apartamento;Barra da Tijuca;4;2;2;230;6300.0;2200.0;230.0;8730.0;27.39;37.96;Apartment
Casa de Condomínio;Barra da Tijuca;5;8;5;1150;40000.0;2300.0;20000.0;62300.0;34.78;54.17;House
Apartamento;Barra da Tijuca;3;2;3;127;4700.0;1500.0;200.0;6400.0;37.01;50.39;Apartment
Apartamento;Barra da Tijuca;3;2;3;150;5000.0;800.0;520.0;6320.0;33.33;42.13;Apartment
Apartamento;Freguesia (Jacarepaguá);3;2;1;132;2200.0;1150.0;126.0;3476.0;16.67;26.33;Apartment
Apartamento;Copacabana;3;1;1;138;4500.0;1800.0;185.0;6485.0;32.61;46.99;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;109;2200.0;1440.0;350.0;3990.0;20.18;36.61;Others
Loja/Salão;Barra da Tijuca;0;1;0;70;5500.0;2846.0;1100.0;9446.0;78.57;134.94;Others
Apartamento;Lagoa;2;1;1;83;4500.0;897.0;163.0;5560.0;54.22;66.99;Apartment
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;690.0;40.0;1630.0;16.36;29.64;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;212;7500.0;4600.0;1260.0;13360.0;35.38;63.02;Others
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;24;800.0;590.0;56.0;1446.0;33.33;60.25;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;1100.0;700.0;70.0;1870.0;50.0;85.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;293;14650.0;4541.0;1051.0;20242.0;50.0;69.09;Others
Quitinete;Flamengo;1;0;0;30;1500.0;280.0;29.0;1809.0;50.0;60.3;Others
Apartamento;Barra da Tijuca;3;2;1;150;2500.0;1500.0;398.0;4398.0;16.67;29.32;Apartment
Apartamento;Ipanema;5;3;1;300;8500.0;2000.0;1000.0;11500.0;28.33;38.33;Apartment
Apartamento;Recreio dos Bandeirantes;4;2;1;200;2950.0;1000.0;350.0;4300.0;14.75;21.5;Apartment
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1350.0;374.0;5724.0;33.33;47.7;Apartment
Loja/Salão;Centro;0;0;0;1000;70000.0;0.0;9000.0;79000.0;70.0;79.0;Others
Apartamento;Barra da Tijuca;2;1;1;76;2300.0;997.0;0.0;3297.0;30.26;43.38;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;2;55;1500.0;900.0;100.0;2500.0;27.27;45.45;Apartment
Conjunto Comercial/Sala;Ipanema;0;1;0;33;3500.0;789.0;258.0;4547.0;106.06;137.79;Others
Apartamento;Gávea;5;1;3;322;20000.0;2629.0;0.0;22629.0;62.11;70.28;Apartment
Apartamento;Barra da Tijuca;4;3;4;233;9000.0;3000.0;5063.0;17063.0;38.63;73.23;Apartment
Conjunto Comercial/Sala;Centro;0;1;0;27;600.0;1385.0;0.0;1985.0;22.22;73.52;Others
Conjunto Comercial/Sala;Centro;0;0;0;67;950.0;1393.0;166.0;2509.0;14.18;37.45;Others
Conjunto Comercial/Sala;Centro;0;0;0;20;500.0;390.0;0.0;890.0;25.0;44.5;Others
Apartamento;Gávea;2;1;0;87;3700.0;1100.0;1430.0;6230.0;42.53;71.61;Apartment
Loja/Salão;Madureira;0;0;0;70;3000.0;0.0;160.0;3160.0;42.86;45.14;Others
Apartamento;Barra da Tijuca;3;2;1;76;1300.0;876.0;0.0;2176.0;17.11;28.63;Apartment
Apartamento;Barra da Tijuca;4;3;4;292;16000.0;5200.0;17000.0;38200.0;54.79;130.82;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;20;300.0;950.0;83.0;1333.0;15.0;66.65;Others
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;35;2300.0;1059.0;184.0;3543.0;65.71;101.23;Others
Apartamento;Leblon;3;1;1;108;3900.0;1141.0;406.0;5447.0;36.11;50.44;Apartment
Apartamento;Moneró;2;0;0;55;1200.0;350.0;0.0;1550.0;21.82;28.18;Apartment
Casa;Freguesia (Jacarepaguá);3;4;1;318;4500.0;0.0;353.0;4853.0;14.15;15.26;House
Apartamento;Santa Teresa;2;0;0;60;1700.0;400.0;12.0;2112.0;28.33;35.2;Apartment
Apartamento;Tijuca;2;0;0;51;1800.0;250.0;0.0;2050.0;35.29;40.2;Apartment
Apartamento;Barra da Tijuca;3;2;2;120;3500.0;1068.0;0.0;4568.0;29.17;38.07;Apartment
Apartamento;Laranjeiras;1;0;0;90;2600.0;730.0;100.0;3430.0;28.89;38.11;Apartment
Apartamento;Flamengo;3;1;1;250;7000.0;1636.0;550.0;9186.0;28.0;36.74;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;26;400.0;400.0;96.0;896.0;15.38;34.46;Others
Galpão/Depósito/Armazém;Penha Circular;0;0;0;9220;73000.0;0.0;8349.0;81349.0;7.92;8.82;Others
Apartamento;Leblon;3;2;1;140;8000.0;2500.0;4400.0;14900.0;57.14;106.43;Apartment
Apartamento;Madureira;3;0;0;90;1350.0;95.0;0.0;1445.0;15.0;16.06;Apartment
Apartamento;Barra da Tijuca;3;2;3;220;5000.0;2550.0;680.0;8230.0;22.73;37.41;Apartment
Apartamento;Leblon;3;1;1;125;9500.0;1900.0;435.0;11835.0;76.0;94.68;Apartment
Apartamento;Copacabana;2;0;1;90;3000.0;1150.0;141.0;4291.0;33.33;47.68;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;1;95;1600.0;600.0;1700.0;3900.0;16.84;41.05;Apartment
Apartamento;Riachuelo;2;1;1;60;1500.0;350.0;0.0;1850.0;25.0;30.83;Apartment
Apartamento;Jacarepaguá;2;1;1;90;1991.0;1250.0;1500.0;4741.0;22.12;52.68;Apartment
Apartamento;Ipanema;4;2;1;178;13000.0;2717.0;782.0;16499.0;73.03;92.69;Apartment
Apartamento;Jardim Botânico;2;1;1;90;3600.0;1200.0;170.0;4970.0;40.0;55.22;Apartment
Apartamento;Jardim Botânico;3;2;0;104;4000.0;1200.0;328.0;5528.0;38.46;53.15;Apartment
Apartamento;Laranjeiras;3;2;1;140;3300.0;1462.0;336.0;5098.0;23.57;36.41;Apartment
Apartamento;Recreio dos Bandeirantes;3;3;3;128;3500.0;583.0;0.0;4083.0;27.34;31.9;Apartment
Apartamento;Rio Comprido;2;1;0;70;1500.0;0.0;600.0;2100.0;21.43;30.0;Apartment
Apartamento;Praça Seca;2;1;0;47;750.0;252.0;13.0;1015.0;15.96;21.6;Apartment
Loft;Copacabana;1;1;0;39;5500.0;550.0;0.0;6050.0;141.03;155.13;Others
Apartamento;Recreio dos Bandeirantes;3;1;1;82;1890.0;680.0;142.0;2712.0;23.05;33.07;Apartment
Apartamento;Pilares;3;0;0;65;1200.0;350.0;130.0;1680.0;18.46;25.85;Apartment
Conjunto Comercial/Sala;Jardim Botânico;0;1;0;28;2200.0;755.0;185.0;3140.0;78.57;112.14;Others
Apartamento;Tijuca;3;0;0;92;1500.0;645.0;85.0;2230.0;16.3;24.24;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;89;4900.0;2700.0;6635.0;14235.0;55.06;159.94;Others
Apartamento;Ipanema;1;0;0;40;1200.0;640.0;29.0;1869.0;30.0;46.72;Apartment
Apartamento;Laranjeiras;3;2;1;110;3700.0;900.0;0.0;4600.0;33.64;41.82;Apartment
Apartamento;Tijuca;1;1;1;40;1600.0;493.0;0.0;2093.0;40.0;52.32;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;90;1350.0;240.0;84.0;1674.0;15.0;18.6;Others
Conjunto Comercial/Sala;Centro;0;0;0;200;9950.0;4530.0;833.0;15313.0;49.75;76.56;Others
Apartamento;Barra da Tijuca;4;2;2;282;10000.0;2200.0;450.0;12650.0;35.46;44.86;Apartment
Apartamento;Ipanema;3;3;1;306;18000.0;3300.0;0.0;21300.0;58.82;69.61;Apartment
Apartamento;Taquara;2;1;0;50;1100.0;570.0;13.0;1683.0;22.0;33.66;Apartment
Galpão/Depósito/Armazém;Penha;0;0;0;650;6500.0;0.0;0.0;6500.0;10.0;10.0;Others
Apartamento;Ipanema;3;1;1;190;7500.0;1540.0;0.0;9040.0;39.47;47.58;Apartment
Apartamento;Barra da Tijuca;3;3;3;230;12000.0;5000.0;1000.0;18000.0;52.17;78.26;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;25;450.0;606.0;83.0;1139.0;18.0;45.56;Others
Loja/Salão;Pechincha;0;1;0;194;12000.0;1863.0;0.0;13863.0;61.86;71.46;Others
Apartamento;Tijuca;4;2;2;182;2500.0;1620.0;297.0;4417.0;13.74;24.27;Apartment
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;2;0;70;3800.0;1200.0;1200.0;6200.0;54.29;88.57;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;27;0;2838;269610.0;65274.0;0.0;334884.0;95.0;118.0;Others
Apartamento;Barra da Tijuca;1;1;1;45;2800.0;1180.0;240.0;4220.0;62.22;93.78;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;65;3000.0;2386.0;0.0;5386.0;46.15;82.86;Others
Apartamento;Barra da Tijuca;3;1;0;127;5000.0;2570.0;683.0;8253.0;39.37;64.98;Apartment
Flat;Botafogo;1;1;0;40;2900.0;1071.0;102.0;4073.0;72.5;101.82;Others
Apartamento;Barra da Tijuca;2;1;1;100;5000.0;2500.0;550.0;8050.0;50.0;80.5;Apartment
Apartamento;Pilares;2;0;0;70;750.0;186.0;15.0;951.0;10.71;13.59;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1800.0;650.0;80.0;2530.0;25.71;36.14;Apartment
Apartamento;Barra da Tijuca;3;3;3;150;5000.0;1100.0;220.0;6320.0;33.33;42.13;Apartment
Conjunto Comercial/Sala;Méier;0;0;0;30;450.0;560.0;0.0;1010.0;15.0;33.67;Others
Casa de Condomínio;São Conrado;4;2;1;240;6500.0;2200.0;3400.0;12100.0;27.08;50.42;House
Casa;Vila da Penha;1;0;0;45;800.0;0.0;0.0;800.0;17.78;17.78;House
Galpão/Depósito/Armazém;Ramos;0;0;0;14800;180000.0;0.0;0.0;180000.0;12.16;12.16;Others
Conjunto Comercial/Sala;Centro;0;0;0;270;10000.0;9500.0;1470.0;20970.0;37.04;77.67;Others
Apartamento;Ipanema;3;2;1;200;15000.0;1900.0;520.0;17420.0;75.0;87.1;Apartment
Apartamento;Leblon;2;2;2;234;10000.0;3250.0;6400.0;19650.0;42.74;83.97;Apartment
Casa;Santa Teresa;2;0;0;60;1400.0;0.0;56.0;1456.0;23.33;24.27;House
Galpão/Depósito/Armazém;Vila da Penha;0;10;0;2600;15000.0;0.0;0.0;15000.0;5.77;5.77;Others
Apartamento;Leme;2;1;1;86;2500.0;821.0;147.0;3468.0;29.07;40.33;Apartment
Apartamento;Ipanema;3;2;1;117;6300.0;2200.0;387.0;8887.0;53.85;75.96;Apartment
Apartamento;São Conrado;4;2;2;206;3500.0;1650.0;0.0;5150.0;16.99;25.0;Apartment
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;1413.0;0.0;3913.0;31.25;48.91;Apartment
Apartamento;Barra da Tijuca;1;1;1;70;2500.0;1400.0;347.0;4247.0;35.71;60.67;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;380;13000.0;5307.0;2080.0;20387.0;34.21;53.65;Others
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;1;0;40;550.0;690.0;0.0;1240.0;13.75;31.0;Others
Apartamento;Recreio dos Bandeirantes;3;1;1;90;1800.0;853.0;145.0;2798.0;20.0;31.09;Apartment
Apartamento;Leblon;4;2;4;200;9500.0;2710.0;0.0;12210.0;47.5;61.05;Apartment
Loja Shopping/ Ct Comercial;Freguesia (Jacarepaguá);0;15;0;620;15000.0;11000.0;1500.0;27500.0;24.19;44.35;Others
Conjunto Comercial/Sala;Centro;0;2;0;258;14000.0;4800.0;1000.0;19800.0;54.26;76.74;Others
Apartamento;Catete;3;1;1;90;3800.0;1300.0;210.0;5310.0;42.22;59.0;Apartment
Apartamento;Guaratiba;2;1;0;55;600.0;250.0;0.0;850.0;10.91;15.45;Apartment
Apartamento;Botafogo;1;0;0;25;2000.0;0.0;0.0;2000.0;80.0;80.0;Apartment
Apartamento;Copacabana;1;0;1;41;2200.0;630.0;0.0;2830.0;53.66;69.02;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;0;65;1300.0;528.0;0.0;1828.0;20.0;28.12;Apartment
Apartamento;Barra da Tijuca;2;2;2;147;6000.0;2550.0;5327.0;13877.0;40.82;94.4;Apartment
Apartamento;Ipanema;1;0;0;50;3500.0;379.0;88.0;3967.0;70.0;79.34;Apartment
Apartamento;Botafogo;2;1;2;84;4230.0;1140.0;202.0;5572.0;50.36;66.33;Apartment
Casa Comercial;Botafogo;6;2;0;400;15000.0;0.0;0.0;15000.0;37.5;37.5;Others
Apartamento;Copacabana;4;2;1;380;13000.0;2700.0;1200.0;16900.0;34.21;44.47;Apartment
Apartamento;Guadalupe;1;1;1;45;800.0;250.0;0.0;1050.0;17.78;23.33;Apartment
Casa Comercial;Copacabana;0;0;0;100;8500.0;0.0;0.0;8500.0;85.0;85.0;Others
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;400;8500.0;1000.0;480.0;9980.0;21.25;24.95;House
Conjunto Comercial/Sala;Centro;0;1;0;368;23871.0;11408.0;1230.0;36509.0;64.87;99.21;Others
Apartamento;Ipanema;3;1;1;110;6900.0;1400.0;300.0;8600.0;62.73;78.18;Apartment
Apartamento;Botafogo;2;0;0;80;2200.0;1000.0;124.0;3324.0;27.5;41.55;Apartment
Conjunto Comercial/Sala;Leblon;0;1;0;30;3500.0;950.0;900.0;5350.0;116.67;178.33;Others
Casa;Recreio dos Bandeirantes;4;4;2;258;4800.0;350.0;0.0;5150.0;18.6;19.96;House
Conjunto Comercial/Sala;Taquara;0;1;0;24;920.0;456.0;0.0;1376.0;38.33;57.33;Others
Apartamento;Barra da Tijuca;2;1;1;90;2400.0;1300.0;195.0;3895.0;26.67;43.28;Apartment
Apartamento;Engenho de Dentro;3;1;1;76;1100.0;617.0;135.0;1852.0;14.47;24.37;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;760;30400.0;8420.0;0.0;38820.0;40.0;51.08;Others
Apartamento;Ipanema;2;1;0;83;4500.0;1200.0;130.0;5830.0;54.22;70.24;Apartment
Apartamento;Ipanema;4;2;1;450;38000.0;0.0;0.0;38000.0;84.44;84.44;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;220;18700.0;2800.0;0.0;21500.0;85.0;97.73;Others
Apartamento;Copacabana;3;1;0;114;2500.0;1515.0;287.0;4302.0;21.93;37.74;Apartment
Apartamento;Ipanema;2;1;1;125;6500.0;1550.0;290.0;8340.0;52.0;66.72;Apartment
Apartamento;Copacabana;1;1;1;130;10000.0;1200.0;0.0;11200.0;76.92;86.15;Apartment
Apartamento;Copacabana;2;1;0;70;2500.0;704.0;160.0;3364.0;35.71;48.06;Apartment
Apartamento;Leme;4;1;2;320;9500.0;1800.0;500.0;11800.0;29.69;36.88;Apartment
Apartamento;Leblon;2;0;0;65;3200.0;900.0;160.0;4260.0;49.23;65.54;Apartment
Apartamento;Copacabana;3;1;1;100;2900.0;1100.0;215.0;4215.0;29.0;42.15;Apartment
Casa de Condomínio;Barra da Tijuca;5;3;5;350;13000.0;710.0;630.0;14340.0;37.14;40.97;House
Apartamento;Recreio dos Bandeirantes;2;2;1;71;1800.0;658.0;0.0;2458.0;25.35;34.62;Apartment
Apartamento;Jardim Botânico;3;1;0;98;3900.0;1000.0;127.0;5027.0;39.8;51.3;Apartment
Quitinete;Centro;0;0;0;40;1200.0;474.0;0.0;1674.0;30.0;41.85;Others
Apartamento;Barra da Tijuca;2;1;1;68;2800.0;750.0;160.0;3710.0;41.18;54.56;Apartment
Apartamento;Laranjeiras;3;1;1;105;2500.0;1156.0;216.0;3872.0;23.81;36.88;Apartment
Galpão/Depósito/Armazém;Cachambi;0;0;0;1000;9000.0;0.0;14849.0;23849.0;9.0;23.85;Others
Apartamento;Leblon;3;1;1;150;7500.0;2500.0;379.0;10379.0;50.0;69.19;Apartment
Apartamento;Copacabana;1;1;0;55;2400.0;1766.0;147.0;4313.0;43.64;78.42;Apartment
Apartamento;Recreio dos Bandeirantes;4;2;4;300;5000.0;1450.0;3454.0;9904.0;16.67;33.01;Apartment
Apartamento;Leblon;2;0;0;40;3200.0;572.0;0.0;3772.0;80.0;94.3;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;76;1500.0;690.0;0.0;2190.0;19.74;28.82;Apartment
Casa;Vargem Pequena;4;1;1;141;2500.0;400.0;250.0;3150.0;17.73;22.34;House
Apartamento;Copacabana;4;2;1;389;12400.0;3825.0;1379.0;17604.0;31.88;45.25;Apartment
Apartamento;Braz de Pina;2;0;0;80;900.0;332.0;0.0;1232.0;11.25;15.4;Apartment
Apartamento;Barra da Tijuca;2;2;1;115;8000.0;1800.0;0.0;9800.0;69.57;85.22;Apartment
Apartamento;Barra da Tijuca;3;1;1;120;4500.0;1200.0;0.0;5700.0;37.5;47.5;Apartment
Apartamento;Recreio dos Bandeirantes;3;3;1;120;2950.0;833.0;2738.0;6521.0;24.58;54.34;Apartment
Casa;Pechincha;4;4;1;275;4500.0;0.0;2104.0;6604.0;16.36;24.01;House
Apartamento;Copacabana;3;1;0;95;3000.0;1100.0;0.0;4100.0;31.58;43.16;Apartment
Casa;Jacarepaguá;2;2;0;80;2000.0;0.0;0.0;2000.0;25.0;25.0;House
Apartamento;Recreio dos Bandeirantes;2;3;2;195;3100.0;900.0;450.0;4450.0;15.9;22.82;Apartment
Apartamento;Cascadura;2;0;0;54;800.0;276.0;0.0;1076.0;14.81;19.93;Apartment
Apartamento;Ipanema;3;1;0;128;6300.0;1300.0;280.0;7880.0;49.22;61.56;Apartment
Apartamento;Copacabana;2;0;0;80;3500.0;1200.0;119.0;4819.0;43.75;60.24;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;700.0;296.0;27.0;1023.0;30.43;44.48;Others
Conjunto Comercial/Sala;Centro;0;0;0;1788;114000.0;45000.0;0.0;159000.0;63.76;88.93;Others
Apartamento;Lagoa;3;1;1;117;5500.0;1000.0;456.0;6956.0;47.01;59.45;Apartment
Apartamento;Barra da Tijuca;1;1;0;68;1800.0;1354.0;299.0;3453.0;26.47;50.78;Apartment
Apartamento;Copacabana;4;1;2;300;4000.0;1350.0;390.0;5740.0;13.33;19.13;Apartment
Apartamento;Copacabana;1;0;0;40;2600.0;605.0;253.0;3458.0;65.0;86.45;Apartment
Apartamento;Tijuca;2;1;0;75;1500.0;430.0;0.0;1930.0;20.0;25.73;Apartment
Conjunto Comercial/Sala;Flamengo;0;1;0;42;2000.0;1316.0;233.0;3549.0;47.62;84.5;Others
Conjunto Comercial/Sala;Centro;0;0;0;36;600.0;365.0;83.0;1048.0;16.67;29.11;Others
Casa de Condomínio;Barra da Tijuca;5;5;5;800;40000.0;1000.0;15000.0;56000.0;50.0;70.0;House
Apartamento;Santa Cruz;2;1;0;59;690.0;110.0;0.0;800.0;11.69;13.56;Apartment
Apartamento;Vaz Lobo;3;1;1;140;1200.0;400.0;0.0;1600.0;8.57;11.43;Apartment
Apartamento;Barra da Tijuca;4;3;1;170;4200.0;2500.0;364.0;7064.0;24.71;41.55;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;23;800.0;339.0;107.0;1246.0;34.78;54.17;Others
Conjunto Comercial/Sala;Botafogo;0;8;0;327;26160.0;9927.0;17300.0;53387.0;80.0;163.26;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1000.0;800.0;0.0;1800.0;33.33;60.0;Others
Apartamento;Ipanema;1;1;0;80;2700.0;800.0;80.0;3580.0;33.75;44.75;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;900.0;794.0;113.0;1807.0;39.13;78.57;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1000.0;659.0;215.0;1874.0;20.0;37.48;Others
Flat;Ipanema;1;1;0;60;6500.0;0.0;0.0;6500.0;108.33;108.33;Others
Apartamento;Lagoa;3;1;1;105;4200.0;1242.0;0.0;5442.0;40.0;51.83;Apartment
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;20;600.0;500.0;0.0;1100.0;30.0;55.0;Others
Apartamento;Ipanema;4;2;2;450;18000.0;3100.0;1500.0;22600.0;40.0;50.22;Apartment
Apartamento;Leblon;2;0;0;94;2400.0;793.0;178.0;3371.0;25.53;35.86;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;92;1800.0;746.0;229.0;2775.0;19.57;30.16;Others
Apartamento;Barra da Tijuca;3;2;1;134;10000.0;2500.0;500.0;13000.0;74.63;97.01;Apartment
Apartamento;Jardim Botânico;4;2;1;250;10000.0;1800.0;0.0;11800.0;40.0;47.2;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;90;4000.0;3730.0;461.0;8191.0;44.44;91.01;Others
Apartamento;Ipanema;3;3;1;170;8500.0;2355.0;410.0;11265.0;50.0;66.26;Apartment
Apartamento;Barra da Tijuca;2;2;1;105;6000.0;2450.0;0.0;8450.0;57.14;80.48;Apartment
Conjunto Comercial/Sala;Copacabana;0;0;0;43;900.0;690.0;0.0;1590.0;20.93;36.98;Others
Conjunto Comercial/Sala;Centro;0;0;0;677;40621.0;14291.0;3216.0;58128.0;60.0;85.86;Others
Apartamento;Leblon;4;2;2;180;7000.0;1800.0;733.0;9533.0;38.89;52.96;Apartment
Apartamento;Santa Teresa;3;0;0;100;2100.0;370.0;150.0;2620.0;21.0;26.2;Apartment
Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;6400.0;40.54;57.66;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;57;2300.0;1600.0;0.0;3900.0;40.35;68.42;Others
Apartamento;Pechincha;2;1;0;60;1000.0;390.0;356.0;1746.0;16.67;29.1;Apartment
Apartamento;Leblon;2;1;0;82;5500.0;570.0;130.0;6200.0;67.07;75.61;Apartment
Apartamento;Leblon;4;2;1;180;15000.0;2180.0;647.0;17827.0;83.33;99.04;Apartment
