Type;Location;Bedrooms;Parking;Suites;Area;Rent;Condo fee;City fee;Total Gross;Rent/Sqm;Total Gross/Sqm;House/Apart
Apartamento;Recreio dos Bandeirantes;2;1;1;60;1700.0;490.0;0.0;2190.0;28.33;36.5;Apartment
Quitinete;Centro;0;0;0;26;950.0;315.0;21.0;1286.0;36.54;49.46;Others
Apartamento;Ipanema;2;2;2;85;7000.0;2050.0;308.0;9358.0;82.35;110.09;Apartment
Conjunto Comercial/Sala;Vila da Penha;0;1;0;25;600.0;523.0;2.0;1125.0;24.0;45.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;320;15000.0;4400.0;0.0;19400.0;46.88;60.62;Others
Apartamento;Ipanema;3;1;2;242;9999.0;0.0;9925.0;19924.0;41.32;82.33;Apartment
Apartamento;Copacabana;4;2;4;420;25000.0;2000.0;1200.0;28200.0;59.52;67.14;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;20;8769.0;0.0;0.0;8769.0;438.45;438.45;Others
Apartamento;Madureira;1;1;1;133;1400.0;0.0;0.0;1400.0;10.53;10.53;Apartment
Conjunto Comercial/Sala;Botafogo;0;4;0;197;22000.0;7306.0;1333.0;30639.0;111.68;155.53;Others
Galpão/Depósito/Armazém;Taquara;0;0;0;140;4900.0;1200.0;0.0;6100.0;35.0;43.57;Others
Loja Shopping/ Ct Comercial;Gávea;0;0;0;55;13000.0;1203.0;5287.0;19490.0;236.36;354.36;Others
Quitinete;Copacabana;1;0;0;35;2500.0;500.0;40.0;3040.0;71.43;86.86;Others
Conjunto Comercial/Sala;Bonsucesso;1;0;0;25;500.0;0.0;0.0;500.0;20.0;20.0;Others
Casa Comercial;Botafogo;0;2;0;500;12000.0;0.0;2543.0;14543.0;24.0;29.09;Others
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;830.0;100.0;3430.0;31.25;42.88;Apartment
Apartamento;Barra da Tijuca;3;2;1;212;5500.0;1200.0;682.0;7382.0;25.94;34.82;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;380.0;167.0;1547.0;37.04;57.3;Others
Apartamento;Flamengo;3;1;2;120;5000.0;881.0;1610.0;7491.0;41.67;62.42;Apartment
Prédio Inteiro;Centro;0;0;0;357;11500.0;0.0;0.0;11500.0;32.21;32.21;Others
Conjunto Comercial/Sala;Centro;0;0;0;34;500.0;628.0;96.0;1224.0;14.71;36.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;194;6000.0;5023.0;439.0;11462.0;30.93;59.08;Others
Conjunto Comercial/Sala;Santo Cristo;0;0;0;110;3300.0;1100.0;0.0;4400.0;30.0;40.0;Others
Apartamento;Copacabana;1;0;0;45;1900.0;670.0;30.0;2600.0;42.22;57.78;Apartment
Conjunto Comercial/Sala;Centro;0;6;0;1959;146925.0;33303.0;6758.0;186986.0;75.0;95.45;Others
Apartamento;Maracanã;3;1;2;109;3000.0;1100.0;190.0;4290.0;27.52;39.36;Apartment
Conjunto Comercial/Sala;Tijuca;0;1;0;30;750.0;500.0;84.0;1334.0;25.0;44.47;Others
Apartamento;Copacabana;1;0;0;40;1500.0;340.0;71.0;1911.0;37.5;47.78;Apartment
Apartamento;Tijuca;1;0;0;51;1200.0;670.0;0.0;1870.0;23.53;36.67;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;1;120;1900.0;670.0;315.0;2885.0;15.83;24.04;Apartment
Quitinete;Botafogo;1;0;0;24;1100.0;520.0;0.0;1620.0;45.83;67.5;Others
Apartamento;Barra da Tijuca;4;3;2;330;12000.0;4700.0;1708.0;18408.0;36.36;55.78;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;308;17000.0;6200.0;1300.0;24500.0;55.19;79.55;Others
Apartamento;Recreio dos Bandeirantes;4;2;3;161;5000.0;900.0;0.0;5900.0;31.06;36.65;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;42;3000.0;700.0;1775.0;5475.0;71.43;130.36;Others
Apartamento;Botafogo;3;2;3;164;12500.0;1700.0;300.0;14500.0;76.22;88.41;Apartment
Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1600.0;3580.0;9680.0;32.14;69.14;Apartment
Apartamento;Ipanema;3;2;1;180;8500.0;1716.0;820.0;11036.0;47.22;61.31;Apartment
Apartamento;Maracanã;1;1;0;59;1500.0;410.0;0.0;1910.0;25.42;32.37;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;100;4900.0;2950.0;560.0;8410.0;49.0;84.1;Others
Flat;Copacabana;1;1;0;60;890.0;1800.0;150.0;2840.0;14.83;47.33;Others
Apartamento;Freguesia (Jacarepaguá);3;1;1;95;1600.0;840.0;226.0;2666.0;16.84;28.06;Apartment
Apartamento;Lins de Vasconcelos;1;1;0;60;800.0;460.0;250.0;1510.0;13.33;25.17;Apartment
Apartamento;Vila Kosmos;3;1;0;85;1500.0;0.0;0.0;1500.0;17.65;17.65;Apartment
Apartamento;Copacabana;2;1;0;90;3400.0;0.0;0.0;3400.0;37.78;37.78;Apartment
Apartamento;Praça da Bandeira;2;0;0;57;1300.0;377.0;33.0;1710.0;22.81;30.0;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;24;0;770;50000.0;29000.0;0.0;79000.0;64.94;102.6;Others
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;59;4000.0;930.0;249.0;5179.0;67.8;87.78;Others
Casa de Vila;Ramos;0;0;0;20;600.0;0.0;0.0;600.0;30.0;30.0;House
Conjunto Comercial/Sala;Pechincha;0;1;0;23;600.0;430.0;0.0;1030.0;26.09;44.78;Others
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000.0;575.0;0.0;1575.0;43.48;68.48;Others
Conjunto Comercial/Sala;Ipanema;0;0;0;100;17000.0;0.0;0.0;17000.0;170.0;170.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;150;9000.0;5452.0;1215.0;15667.0;60.0;104.45;Others
Apartamento;Copacabana;3;1;0;130;3100.0;1300.0;0.0;4400.0;23.85;33.85;Apartment
Loja/Salão;Centro;0;0;0;226;12000.0;0.0;667.0;12667.0;53.1;56.05;Others
Apartamento;Leblon;1;0;0;65;3600.0;600.0;120.0;4320.0;55.38;66.46;Apartment
Conjunto Comercial/Sala;Ipanema;0;1;0;115;10000.0;3235.0;624.0;13859.0;86.96;120.51;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;75;3100.0;1680.0;180.0;4960.0;41.33;66.13;Others
Apartamento;Oswaldo Cruz;2;1;1;84;950.0;320.0;0.0;1270.0;11.31;15.12;Apartment
Apartamento;Barra da Tijuca;3;3;1;230;16500.0;0.0;0.0;16500.0;71.74;71.74;Apartment
Loja/Salão;Barra da Tijuca;0;1;0;110;2800.0;1680.0;1100.0;5580.0;25.45;50.73;Others
Apartamento;Copacabana;3;1;1;200;12000.0;0.0;0.0;12000.0;60.0;60.0;Apartment
Loja/Salão;São Conrado;0;1;0;80;5000.0;1000.0;0.0;6000.0;62.5;75.0;Others
Conjunto Comercial/Sala;Centro;0;0;0;212;8000.0;3500.0;1200.0;12700.0;37.74;59.91;Others
Apartamento;Tijuca;2;1;0;88;1200.0;640.0;0.0;1840.0;13.64;20.91;Apartment
Flat;Barra da Tijuca;1;2;1;110;3500.0;1700.0;200.0;5400.0;31.82;49.09;Others
Conjunto Comercial/Sala;Botafogo;0;4;0;242;15000.0;9495.0;1711.0;26206.0;61.98;108.29;Others
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;150.0;4764.0;57.14;68.06;Apartment
Apartamento;Recreio dos Bandeirantes;2;2;1;90;2000.0;820.0;222.0;3042.0;22.22;33.8;Apartment
Apartamento;Pechincha;2;1;0;55;1150.0;630.0;10.0;1790.0;20.91;32.55;Apartment
Apartamento;Copacabana;4;1;4;240;7000.0;2300.0;500.0;9800.0;29.17;40.83;Apartment
Apartamento;Recreio dos Bandeirantes;3;1;1;87;3000.0;600.0;190.0;3790.0;34.48;43.56;Apartment
Apartamento;Copacabana;3;0;0;110;3000.0;1000.0;20.0;4020.0;27.27;36.55;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;50;790.0;300.0;83.0;1173.0;15.8;23.46;Others
Apartamento;Jacarepaguá;2;1;1;70;2400.0;950.0;128.0;3478.0;34.29;49.69;Apartment
Loja/Salão;Taquara;0;1;0;129;8200.0;0.0;0.0;8200.0;63.57;63.57;Others
Apartamento;Botafogo;3;1;0;93;3200.0;750.0;122.0;4072.0;34.41;43.78;Apartment
Apartamento;Moneró;1;1;0;47;1200.0;290.0;49.0;1539.0;25.53;32.74;Apartment
Conjunto Comercial/Sala;Castelo;0;0;0;35;700.0;290.0;50.0;1040.0;20.0;29.71;Others
Apartamento;Copacabana;1;0;0;34;1400.0;470.0;55.0;1925.0;41.18;56.62;Apartment
Apartamento;Tijuca;3;1;0;95;2300.0;710.0;0.0;3010.0;24.21;31.68;Apartment
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;720;3500.0;0.0;0.0;3500.0;4.86;4.86;Others
Conjunto Comercial/Sala;Centro;0;0;0;78;1500.0;650.0;240.0;2390.0;19.23;30.64;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1300.0;731.0;250.0;2281.0;36.11;63.36;Others
Quitinete;Copacabana;1;1;0;42;1850.0;500.0;70.0;2420.0;44.05;57.62;Others
Apartamento;Flamengo;3;1;1;205;7000.0;1550.0;0.0;8550.0;34.15;41.71;Apartment
Apartamento;Pechincha;2;1;0;66;1300.0;450.0;510.0;2260.0;19.7;34.24;Apartment
Conjunto Comercial/Sala;Cinelândia;0;0;0;80;3500.0;810.0;250.0;4560.0;43.75;57.0;Others
Loja/Salão;Campo Grande;0;2;0;133;2500.0;0.0;172.0;2672.0;18.8;20.09;Others
Casa;Praça Seca;3;4;1;316;1950.0;0.0;187.0;2137.0;6.17;6.76;House
Conjunto Comercial/Sala;São Conrado;0;3;0;100;11000.0;2051.0;456.0;13507.0;110.0;135.07;Others
Loja/Salão;Barra da Tijuca;0;1;0;31;2100.0;700.0;0.0;2800.0;67.74;90.32;Others
Loja/Salão;Botafogo;0;0;0;1950;250000.0;0.0;0.0;250000.0;128.21;128.21;Others
Apartamento;Rio Comprido;2;0;0;68;1000.0;580.0;15.0;1595.0;14.71;23.46;Apartment
Loja/Salão;Ipanema;0;0;0;30;1500.0;680.0;174.0;2354.0;50.0;78.47;Others
Apartamento;São Conrado;5;3;5;550;15000.0;11860.0;3633.0;30493.0;27.27;55.44;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;1;280;3000.0;690.0;950.0;4640.0;10.71;16.57;Apartment
Apartamento;Copacabana;1;0;0;30;1400.0;430.0;30.0;1860.0;46.67;62.0;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;150;10000.0;1300.0;575.0;11875.0;66.67;79.17;Others
Apartamento;Botafogo;3;1;1;110;5000.0;991.0;218.0;6209.0;45.45;56.45;Apartment
Apartamento;Barra da Tijuca;2;1;1;70;5000.0;2700.0;258.0;7958.0;71.43;113.69;Apartment
Apartamento;Botafogo;2;1;0;70;2500.0;0.0;0.0;2500.0;35.71;35.71;Apartment
Apartamento;Copacabana;3;1;0;120;6000.0;730.0;0.0;6730.0;50.0;56.08;Apartment
Apartamento;Barra da Tijuca;2;1;2;74;2300.0;1350.0;0.0;3650.0;31.08;49.32;Apartment
Conjunto Comercial/Sala;Botafogo;0;14;0;648;73000.0;25166.0;0.0;98166.0;112.65;151.49;Others
Apartamento;Lins de Vasconcelos;2;1;1;145;2200.0;581.0;22.0;2803.0;15.17;19.33;Apartment
Apartamento;Gardênia Azul;1;0;0;35;650.0;0.0;0.0;650.0;18.57;18.57;Apartment
Quitinete;Centro;0;0;0;20;950.0;240.0;20.0;1210.0;47.5;60.5;Others
Apartamento;Centro;1;0;1;40;950.0;350.0;24.0;1324.0;23.75;33.1;Apartment
Apartamento;Freguesia (Jacarepaguá);2;1;0;68;1200.0;582.0;62.0;1844.0;17.65;27.12;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;432;12000.0;7808.0;2350.0;22158.0;27.78;51.29;Others
Apartamento;Ipanema;4;3;2;200;12000.0;1950.0;628.0;14578.0;60.0;72.89;Apartment
Casa Comercial;Botafogo;0;2;0;261;18000.0;0.0;1609.0;19609.0;68.97;75.13;Others
Conjunto Comercial/Sala;Tijuca;0;1;0;54;2500.0;795.0;60.0;3355.0;46.3;62.13;Others
Apartamento;Recreio dos Bandeirantes;3;2;1;113;2500.0;560.0;243.0;3303.0;22.12;29.23;Apartment
Casa Comercial;Centro;0;0;0;330;5900.0;0.0;4445.0;10345.0;17.88;31.35;Others
Apartamento;Barra da Tijuca;4;2;1;120;3000.0;1600.0;241.0;4841.0;25.0;40.34;Apartment
Casa de Condomínio;Botafogo;3;0;2;150;5400.0;400.0;200.0;6000.0;36.0;40.0;House
Apartamento;Lapa;2;0;0;60;2400.0;700.0;0.0;3100.0;40.0;51.67;Apartment
Apartamento;Curicica;2;1;0;50;1200.0;400.0;0.0;1600.0;24.0;32.0;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;154;2911.0;1265.0;663.0;4839.0;18.9;31.42;Others
Apartamento;Barra da Tijuca;2;1;0;51;1290.0;500.0;13.0;1803.0;25.29;35.35;Apartment
Apartamento;Barra da Tijuca;4;3;4;265;12000.0;5500.0;800.0;18300.0;45.28;69.06;Apartment
Apartamento;Barra da Tijuca;3;3;3;200;6000.0;2400.0;720.0;9120.0;30.0;45.6;Apartment
Apartamento;Barra da Tijuca;3;3;3;203;5500.0;2800.0;700.0;9000.0;27.09;44.33;Apartment
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;290;4000.0;1100.0;0.0;5100.0;13.79;17.59;House
Conjunto Comercial/Sala;Botafogo;0;1;0;4;2200.0;1026.0;600.0;3826.0;550.0;956.5;Others
Apartamento;Centro;2;0;0;68;1700.0;283.0;12.0;1995.0;25.0;29.34;Apartment
Casa Comercial;Campo Grande;0;0;0;220;45000.0;0.0;0.0;45000.0;204.55;204.55;Others
Apartamento;Botafogo;1;1;0;40;2000.0;360.0;25.0;2385.0;50.0;59.62;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;124;3500.0;1594.0;544.0;5638.0;28.23;45.47;Others
Apartamento;Humaitá;3;1;0;90;2000.0;948.0;151.0;3099.0;22.22;34.43;Apartment
Apartamento;Barra da Tijuca;2;1;1;90;3200.0;1446.0;236.0;4882.0;35.56;54.24;Apartment
Prédio Inteiro;Centro;0;0;0;650;30000.0;0.0;0.0;30000.0;46.15;46.15;Others
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;168;4500.0;0.0;0.0;4500.0;26.79;26.79;House
Conjunto Comercial/Sala;Centro;0;0;0;256;4000.0;4137.0;1010.0;9147.0;15.62;35.73;Others
Apartamento;Higienópolis;2;0;0;60;850.0;230.0;0.0;1080.0;14.17;18.0;Apartment
Casa;Senador Vasconcelos;3;3;1;360;2495.0;0.0;0.0;2495.0;6.93;6.93;House
Apartamento;Arpoador;3;3;2;370;30000.0;10000.0;0.0;40000.0;81.08;108.11;Apartment
Casa de Condomínio;Senador Vasconcelos;2;1;0;70;900.0;0.0;0.0;900.0;12.86;12.86;House
Casa Comercial;Maracanã;0;4;0;800;14000.0;0.0;1245.0;15245.0;17.5;19.06;Others
Apartamento;Vila Valqueire;2;1;0;90;1000.0;345.0;0.0;1345.0;11.11;14.94;Apartment
Apartamento;Copacabana;4;1;0;180;6500.0;1300.0;300.0;8100.0;36.11;45.0;Apartment
Casa;Barra da Tijuca;5;2;3;580;4500.0;840.0;0.0;5340.0;7.76;9.21;House
Apartamento;Copacabana;4;2;2;500;30000.0;3200.0;946.0;34146.0;60.0;68.29;Apartment
Apartamento;Copacabana;5;3;2;350;7500.0;2710.0;0.0;10210.0;21.43;29.17;Apartment
Casa;Laranjeiras;3;0;2;408;29000.0;850.0;6000.0;35850.0;71.08;87.87;House
Apartamento;Botafogo;1;1;0;62;2600.0;650.0;100.0;3350.0;41.94;54.03;Apartment
Apartamento;Barra da Tijuca;2;1;1;75;1600.0;861.0;0.0;2461.0;21.33;32.81;Apartment
Apartamento;Tijuca;2;0;0;60;1450.0;510.0;0.0;1960.0;24.17;32.67;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;648;38000.0;17000.0;3454.0;58454.0;58.64;90.21;Others
Apartamento;Santa Teresa;2;0;1;65;2500.0;850.0;130.0;3480.0;38.46;53.54;Apartment
Loja/Salão;Jacarepaguá;0;0;0;85;6500.0;0.0;398.0;6898.0;76.47;81.15;Others
Apartamento;Tijuca;3;0;0;100;2200.0;600.0;0.0;2800.0;22.0;28.0;Apartment
Conjunto Comercial/Sala;Botafogo;0;20;0;716;53712.0;22480.0;3058.0;79250.0;75.02;110.68;Others
Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;800.0;130.0;2930.0;26.67;39.07;Apartment
Apartamento;Copacabana;2;1;0;150;3000.0;1200.0;393.0;4593.0;20.0;30.62;Apartment
Apartamento;Engenho Novo;2;0;0;50;1200.0;411.0;7.0;1618.0;24.0;32.36;Apartment
Casa de Condomínio;Barra da Tijuca;8;7;5;1000;18000.0;2150.0;2500.0;22650.0;18.0;22.65;House
Apartamento;Ipanema;2;0;2;110;12300.0;1500.0;200.0;14000.0;111.82;127.27;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;42;1500.0;1300.0;1500.0;4300.0;35.71;102.38;Others
Apartamento;Barra da Tijuca;3;1;1;76;1700.0;800.0;0.0;2500.0;22.37;32.89;Apartment
Apartamento;Barra da Tijuca;2;1;1;96;3000.0;1500.0;1500.0;6000.0;31.25;62.5;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;44;800.0;626.0;139.0;1565.0;18.18;35.57;Others
Apartamento;Jardim Botânico;3;0;0;100;3300.0;730.0;209.0;4239.0;33.0;42.39;Apartment
Apartamento;Copacabana;4;1;1;298;5000.0;3080.0;580.0;8660.0;16.78;29.06;Apartment
Apartamento;Tijuca;2;0;0;75;1800.0;400.0;0.0;2200.0;24.0;29.33;Apartment
Apartamento;Lagoa;2;1;1;80;3000.0;1044.0;238.0;4282.0;37.5;53.52;Apartment
Apartamento;Leblon;3;1;0;80;3500.0;1040.0;249.0;4789.0;43.75;59.86;Apartment
Apartamento;Jacarepaguá;2;1;2;63;2000.0;690.0;0.0;2690.0;31.75;42.7;Apartment
Apartamento;Botafogo;2;1;1;90;2500.0;1080.0;187.0;3767.0;27.78;41.86;Apartment
Loja/Salão;Vila Isabel;0;0;0;219;22000.0;0.0;991.0;22991.0;100.46;104.98;Others
Apartamento;Barra da Tijuca;3;2;1;130;5500.0;2314.0;789.0;8603.0;42.31;66.18;Apartment
Apartamento;Barra da Tijuca;4;2;1;103;2700.0;1600.0;134.0;4434.0;26.21;43.05;Apartment
Apartamento;Ipanema;4;2;2;350;21000.0;2380.0;525.0;23905.0;60.0;68.3;Apartment
Casa de Condomínio;Barra da Tijuca;6;3;3;521;12000.0;1800.0;1100.0;14900.0;23.03;28.6;House
Apartamento;Gávea;4;2;1;186;6000.0;2140.0;450.0;8590.0;32.26;46.18;Apartment
Conjunto Comercial/Sala;Glória;0;12;0;640;30000.0;14800.0;0.0;44800.0;46.88;70.0;Others
Apartamento;Vila Isabel;3;1;0;75;1600.0;774.0;0.0;2374.0;21.33;31.65;Apartment
Apartamento;Vila Isabel;2;1;0;57;1400.0;840.0;50.0;2290.0;24.56;40.18;Apartment
Apartamento;Leblon;2;2;1;165;8500.0;2500.0;500.0;11500.0;51.52;69.7;Apartment
Apartamento;Laranjeiras;1;0;0;48;1700.0;490.0;0.0;2190.0;35.42;45.62;Apartment
Apartamento;Ipanema;3;1;2;85;4500.0;1200.0;0.0;5700.0;52.94;67.06;Apartment
Apartamento;Barra da Tijuca;3;2;1;104;3500.0;1389.0;0.0;4889.0;33.65;47.01;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;30;700.0;643.0;94.0;1437.0;23.33;47.9;Others
Apartamento;Tijuca;3;2;1;185;3600.0;1548.0;0.0;5148.0;19.46;27.83;Apartment
Apartamento;Barra da Tijuca;3;2;1;120;3700.0;1700.0;400.0;5800.0;30.83;48.33;Apartment
Apartamento;Barra da Tijuca;2;1;1;66;2200.0;1073.0;0.0;3273.0;33.33;49.59;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;155;5425.0;2918.0;0.0;8343.0;35.0;53.83;Others
Conjunto Comercial/Sala;Centro;0;0;0;330;18000.0;3160.0;449.0;21609.0;54.55;65.48;Others
Apartamento;Copacabana;4;1;4;240;9000.0;2500.0;0.0;11500.0;37.5;47.92;Apartment
Apartamento;Copacabana;1;0;0;31;1200.0;400.0;0.0;1600.0;38.71;51.61;Apartment
Apartamento;Ipanema;3;1;1;180;37000.0;0.0;0.0;37000.0;205.56;205.56;Apartment
Conjunto Comercial/Sala;Tijuca;0;0;0;125;5990.0;2500.0;470.0;8960.0;47.92;71.68;Others
Apartamento;Flamengo;3;1;1;130;4000.0;1128.0;322.0;5450.0;30.77;41.92;Apartment
Apartamento;Leme;1;0;0;45;3000.0;743.0;57.0;3800.0;66.67;84.44;Apartment
Flat;Barra da Tijuca;1;1;0;48;2200.0;1000.0;200.0;3400.0;45.83;70.83;Others
Conjunto Comercial/Sala;Centro;0;0;0;42;1800.0;1104.0;154.0;3058.0;42.86;72.81;Others
Loja/Salão;Recreio dos Bandeirantes;0;1;0;46;1200.0;521.0;105.0;1826.0;26.09;39.7;Others
Conjunto Comercial/Sala;Centro;0;0;0;50;2000.0;349.0;132.0;2481.0;40.0;49.62;Others
Apartamento;Recreio dos Bandeirantes;2;1;1;128;2800.0;850.0;2710.0;6360.0;21.88;49.69;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;18;500.0;400.0;200.0;1100.0;27.78;61.11;Others
Apartamento;Inhaúma;2;1;0;60;750.0;250.0;0.0;1000.0;12.5;16.67;Apartment
Apartamento;Copacabana;3;1;0;86;2200.0;1360.0;176.0;3736.0;25.58;43.44;Apartment
Apartamento;Méier;2;1;1;69;1300.0;686.0;52.0;2038.0;18.84;29.54;Apartment
Apartamento;Flamengo;3;1;1;265;5900.0;1300.0;732.0;7932.0;22.26;29.93;Apartment
Conjunto Comercial/Sala;Campo Grande;0;0;0;22;900.0;300.0;0.0;1200.0;40.91;54.55;Others
Loja/Salão;Centro;0;0;0;239;22000.0;1430.0;1370.0;24800.0;92.05;103.77;Others
Loja/Salão;Recreio dos Bandeirantes;0;1;0;140;8000.0;2000.0;873.0;10873.0;57.14;77.66;Others
Apartamento;Recreio dos Bandeirantes;3;2;1;75;2200.0;750.0;175.0;3125.0;29.33;41.67;Apartment
Apartamento;Barra da Tijuca;3;2;1;129;4200.0;1635.0;395.0;6230.0;32.56;48.29;Apartment
Apartamento;Jacarepaguá;3;1;2;98;3500.0;600.0;0.0;4100.0;35.71;41.84;Apartment
Apartamento;Recreio dos Bandeirantes;2;1;1;101;2500.0;660.0;0.0;3160.0;24.75;31.29;Apartment
Conjunto Comercial/Sala;Tijuca;0;0;0;27;1000.0;410.0;123.0;1533.0;37.04;56.78;Others
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;44;1199.0;700.0;0.0;1899.0;27.25;43.16;Others
Apartamento;Grajaú;3;2;1;250;2700.0;930.0;0.0;3630.0;10.8;14.52;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;370;15000.0;6815.0;1683.0;23498.0;40.54;63.51;Others
Apartamento;Botafogo;3;1;1;115;4000.0;836.0;1120.0;5956.0;34.78;51.79;Apartment
Prédio Inteiro;Madureira;0;3;0;494;15000.0;0.0;7500.0;22500.0;30.36;45.55;Others
Apartamento;Pechincha;2;1;0;60;1150.0;640.0;0.0;1790.0;19.17;29.83;Apartment
Casa de Condomínio;Inhaúma;2;1;0;81;1000.0;90.0;252.0;1342.0;12.35;16.57;House
Apartamento;Botafogo;3;2;1;120;2900.0;1839.0;355.0;5094.0;24.17;42.45;Apartment
Apartamento;Ipanema;4;2;2;210;15000.0;4600.0;800.0;20400.0;71.43;97.14;Apartment
Conjunto Comercial/Sala;Santo Cristo;0;5;0;1400;56031.0;0.0;0.0;56031.0;40.02;40.02;Others
Apartamento;Barra da Tijuca;2;1;1;78;2500.0;1100.0;100.0;3700.0;32.05;47.44;Apartment
Apartamento;Flamengo;2;0;0;54;2700.0;670.0;0.0;3370.0;50.0;62.41;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;14000.0;4000.0;1000.0;19000.0;40.0;54.29;Others
Conjunto Comercial/Sala;Centro;0;0;0;30;1000.0;600.0;100.0;1700.0;33.33;56.67;Others
Loja/Salão;Flamengo;0;0;0;25;3000.0;200.0;0.0;3200.0;120.0;128.0;Others
Apartamento;Leblon;4;0;1;170;7500.0;2290.0;5039.0;14829.0;44.12;87.23;Apartment
Apartamento;Lagoa;4;3;1;240;7500.0;2700.0;800.0;11000.0;31.25;45.83;Apartment
Apartamento;Copacabana;3;0;0;170;4000.0;1900.0;235.0;6135.0;23.53;36.09;Apartment
Conjunto Comercial/Sala;Del Castilho;0;1;0;51;2100.0;1350.0;127.0;3577.0;41.18;70.14;Others
Quitinete;Copacabana;1;0;0;30;2000.0;410.0;30.0;2440.0;66.67;81.33;Others
Casa de Condomínio;Vargem Grande;3;3;3;531;10000.0;1562.0;400.0;11962.0;18.83;22.53;House
Apartamento;Barra da Tijuca;4;3;2;167;3700.0;1900.0;548.0;6148.0;22.16;36.81;Apartment
Apartamento;Ipanema;3;2;1;157;12000.0;3300.0;691.0;15991.0;76.43;101.85;Apartment
Apartamento;Botafogo;4;0;1;164;5000.0;2043.0;397.0;7440.0;30.49;45.37;Apartment
Apartamento;Flamengo;1;0;0;38;1200.0;505.0;55.0;1760.0;31.58;46.32;Apartment
Apartamento;Recreio dos Bandeirantes;3;2;3;198;1500.0;1571.0;400.0;3471.0;7.58;17.53;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;88;3000.0;957.0;499.0;4456.0;34.09;50.64;Others
Conjunto Comercial/Sala;Centro;0;0;0;35;1500.0;950.0;80.0;2530.0;42.86;72.29;Others
Apartamento;Recreio dos Bandeirantes;3;1;1;102;2000.0;600.0;250.0;2850.0;19.61;27.94;Apartment
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;100;4500.0;900.0;200.0;5600.0;45.0;56.0;Others
Apartamento;Botafogo;2;1;1;98;2800.0;1800.0;217.0;4817.0;28.57;49.15;Apartment
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;850.0;450.0;0.0;1300.0;28.33;43.33;Others
Apartamento;Leblon;4;3;1;259;18000.0;3500.0;6547.0;28047.0;69.5;108.29;Apartment
Apartamento;Botafogo;3;2;1;190;4500.0;1850.0;400.0;6750.0;23.68;35.53;Apartment
Casa de Vila;Oswaldo Cruz;1;0;0;50;620.0;0.0;0.0;620.0;12.4;12.4;House
Apartamento;Ipanema;2;0;0;60;3000.0;550.0;80.0;3630.0;50.0;60.5;Apartment
Apartamento;Flamengo;3;1;1;110;3500.0;1273.0;207.0;4980.0;31.82;45.27;Apartment
Conjunto Comercial/Sala;Glória;0;1;0;31;1100.0;515.0;0.0;1615.0;35.48;52.1;Others
Apartamento;Barra da Tijuca;4;3;2;267;9500.0;2529.0;565.0;12594.0;35.58;47.17;Apartment
Apartamento;Tijuca;2;0;0;60;1500.0;300.0;25.0;1825.0;25.0;30.42;Apartment
Conjunto Comercial/Sala;Centro;0;0;0;35;700.0;298.0;78.0;1076.0;20.0;30.74;Others
Apartamento;Barra da Tijuca;4;2;2;114;2000.0;1174.0;130.0;3304.0;17.54;28.98;Apartment
